	36-jarige/adj	Amerikaans/adj	Amsterdams/adj	Champions/noun	aan/adj	aandeel_beurs/noun	afgelopen/adj	alles/noun	allicht/adv	autonomie/noun	balans/noun	ben/verb	beurs_fonds/noun	bevolking_groep/noun	bezoeker/noun	bilateraal/adj	blessure/noun	blijk/verb	breuk/noun	cabaretier/noun	consumentenvertrouwen/noun	contact/noun	contract_uur/noun	dak/noun	democratie/noun	dien/verb	doelman/noun	echter/adv	economie/noun	eer/noun	effect_beurs/noun	electrisch/adj	enigszins/adv	enkel_blessure/noun	ere/noun	euvel/noun	eveneens/adv	eventueel/adj	evenwicht/noun	fiets/noun	fonds/noun	fout_DIM/noun	gebied/noun	gebouw/noun	geheel/adj	geleidelijk/adj	geloof/noun	geloofwaardigheid/noun	gemeente/noun	geraakt/adj	geschonden/adj	gezag/noun	gezondheid_probleem/noun	gisteren/adv	gisterenavond/adv	glorie/noun	goed/adj	golfer/noun	griep/noun	griep_aanval/noun	hart_operatie/noun	helemaal/adv	help/verb	help_mee/verb	herneem/verb	iets/adv	ingreep/noun	installatie/noun	intussen/adv	kan/verb	kerk_toren/noun	kiezer/noun	kliniek/noun	knie_operatie/noun	koers_val/noun	kom_terug/verb	kosten/noun	kraan/noun	krachtig/adj	kwetsuur/noun	laat/adj	laat/verb	land/noun	leiding/noun	letsel/noun	lever/noun	lever_in/verb	licht/adj	lies_blessure/noun	lijk/verb	maand/noun	markt/noun	mede/adv	meer/adv	meteen/adv	middag/noun	middenvelder/noun	misstap/noun	moet/verb	mogelijk/adj	momenteel/adj	muur/noun	naai/verb	natuur/noun	nauwelijks/adv	net/adv	niet/adv	nodig/adj	nog/adv	norm/noun	normaal/adj	olie_prijs/noun	onafhankelijkheid/noun	onbemand/adj	onderhoud/verb	onmiddellijk/adj	oorspronkelijk/adj	op_doffer/noun	opening_fase/noun	operatie/noun	opereer/verb	opnieuw/adv	orde/noun	oud/adj	paars_wit/adj	pas/adv	pas_aan/verb	patiënt/noun	patiënte/noun	ploeg/noun	politiek/noun	populatie/noun	probeer/verb	redelijk/adj	reliëf/noun	reputatie/noun	rij_richting/noun	rust/noun	samenleving/noun	sars/noun	schade/noun	schouder_blessure/noun	situatie/noun	slecht/adj	sluit_post/noun	snel/adj	spectaculair/adj	spel_maker/noun	staat/noun	stijl/noun	strand/verb	systeem/noun	termijn/noun	terug/adv	thuis/adv	thuisploeg/noun	tijd/noun	tijdelijk/adj	tijdig/adj	toestand/noun	traditie/noun	trauma/noun	val_partij/noun	vanmiddag/adv	vanochtend/adv	vanzelf/adv	veerkrachtig/adj	veiligheid/noun	verbeter/verb	verbetering/noun	vergeef/verb	vertrouwen/noun	vervolgens/adv	voet_blessure/noun	voldoende/adj	voldoende/adv	volk/noun	volledig/adj	voorlopig/adj	vrijwel/adv	waarschijnlijk/adj	wat/adv	water_kanon/noun	water_kwaliteit/noun	weeg/verb	weer/adv	wegdek/noun	wereld_gemeenschap/noun	wil/verb	winstwaarschuwing/noun	wonderbaarlijk/adj	woning/noun	word/verb	zal/verb	ziekenhuis/noun	ziekte/noun	zodanig/adj	zuiverheid/noun
fout_DIM/noun	0.60466367	0.97030175	0.98411065	0.7615508	0.9298586	0.93133485	0.9503685	0.68833125	0.7081308	0.9792618	0.89214754	0.73770213	0.92326915	0.9099268	0.5202037	0.9163805	0.6853738	0.8324047	0.9067256	0.96344405	0.9473703	0.89371	0.6951624	0.93405205	0.94677156	0.8202692	0.4936831	0.51601726	0.8953415	0.8992073	0.9390826	0.8954839	0.78560853	0.66869783	0.935462	0.8188895	0.8448798	0.7012789	0.689821	0.8824757	0.95368916	0.0	0.8615801	0.8968396	0.9288893	0.8161966	0.9260536	0.9526171	0.9407223	0.91877747	0.8566291	0.9460189	0.8781394	0.9183717	0.7725692	0.9338074	0.7916972	0.9984242	0.8723407	0.8338492	0.92373705	0.7799275	0.8367031	0.9115169	0.69828105	0.8880803	0.85659814	0.8885586	0.88576573	0.5587735	0.9610848	0.79879546	0.96009827	0.7612063	0.9563925	0.6702037	0.84179235	0.92740995	0.868673	0.7385991	0.8581618	0.6413433	0.9657328	0.81158024	0.83784616	0.8832699	0.9091813	0.8530453	0.66706574	0.7369962	0.9752531	0.9271465	0.91475165	0.68955386	0.5289022	0.9352184	0.6458248	0.4135949	0.7549149	0.7876414	0.921559	0.87808496	0.94390637	0.75891596	0.7246511	0.7655933	0.7314954	0.84475887	0.6914118	0.9496508	0.8979908	0.94639325	0.94086677	0.9229843	0.95230854	0.64111507	0.9138807	0.47633624	0.49963284	0.9242392	0.85155475	0.724596	0.817457	0.96899444	0.5714489	0.8147588	0.8195783	0.9075294	0.9732676	0.60339373	0.98173803	0.81445307	0.79843056	0.9077607	0.88379496	0.9569344	0.89581805	0.45515764	0.92362845	0.95559037	0.7662902	0.7354083	0.9041015	0.95726526	0.65048575	0.7094058	0.9037966	0.60485005	0.95284903	0.9162048	0.554501	0.8527604	0.89587694	0.6991528	0.9411021	0.520994	0.9031165	0.91505766	0.8273239	0.9020089	0.9564861	0.96736	0.9127616	0.9430267	0.9293586	0.8849416	0.8121579	0.85038066	0.9038284	0.892167	0.45553648	0.8690257	0.7599479	0.71662724	0.76934975	0.88287103	0.85356385	0.8585689	0.84744155	0.8727777	0.9157591	0.8551644	0.8975725	0.8538815	0.89083517	0.8150158	0.91901326	0.91584307	0.83497345	0.9776025	0.80190873	0.89370584	0.799507	0.67536163	0.92637557	0.95377827	0.88671166	0.8509578
gebied/noun	0.8907287	0.8502686	0.7391896	0.9733661	0.85414934	0.940837	0.8916756	0.8676612	0.86665833	0.5509484	0.83615506	0.78740096	0.8313006	0.64506423	0.9241719	0.7258652	0.93055755	0.8219702	0.81522155	0.9647729	0.8869826	0.8136703	0.8584495	0.8468003	0.6824595	0.7114485	0.9481834	0.8438685	0.767058	0.790663	0.97316957	0.9187296	0.74184036	0.9325734	0.8214497	0.89404833	0.7758803	0.79611087	0.67685926	0.9722156	0.88986355	0.8615801	0.0	0.791319	0.54772747	0.7269473	0.7746769	0.66172326	0.6535156	0.8904671	0.71972203	0.52064914	0.90185744	0.89771616	0.81615216	0.87481654	0.8413218	0.96884835	0.8374191	0.942651	0.80983603	0.9013782	0.79556334	0.8624034	0.85013807	0.8553375	0.70721716	0.82668245	0.6995547	0.7708713	0.89884466	0.83681226	0.78954804	0.9259576	0.97188556	0.881716	0.8120064	0.96429867	0.7908432	0.89551955	0.9400962	0.75591123	0.49615788	0.8592607	0.8735631	0.8347562	0.8321429	0.88297015	0.91019094	0.8557396	0.9299002	0.7507739	0.6384182	0.9082838	0.8308826	0.8680403	0.85207134	0.926012	0.7515491	0.66660935	0.82844377	0.7985892	0.89144623	0.6051549	0.727749	0.9013215	0.941095	0.751387	0.89219135	0.7876072	0.76229066	0.96387184	0.49152642	0.9499027	0.87205166	0.7564515	0.5721086	0.9187274	0.9676407	0.80778015	0.75658876	0.8192378	0.7523414	0.88126236	0.9245765	0.85646707	0.79754835	0.62105787	0.79039097	0.9413667	0.8426881	0.562217	0.81416	0.7218511	0.71232295	0.7284559	0.89519066	0.8727908	0.6201089	0.73240876	0.7417489	0.8808206	0.8288543	0.78374904	0.7326199	0.76105595	0.78654766	0.9569195	0.6395117	0.8346705	0.9558029	0.8401637	0.8081898	0.86356175	0.92366767	0.93587774	0.8973368	0.72087884	0.7737457	0.75593626	0.75589824	0.77794987	0.9445608	0.70753187	0.9069402	0.7756964	0.89628667	0.6702686	0.6690085	0.80120516	0.9176048	0.75409794	0.8150183	0.8781763	0.65089315	0.8879456	0.68771595	0.59973735	0.8240109	0.67880344	0.69064546	0.812615	0.98550177	0.7909067	0.8914817	0.8179383	0.77405345	0.8545208	0.7750963	0.98970085	0.7980353	0.78297895	0.7054044	0.72014606	0.77068764	0.7045195	0.62950313	0.7376013
gebouw/noun	0.8625562	0.92773193	0.92680174	0.9090149	0.95325786	0.8769505	0.9644128	0.8721231	0.8098242	0.8585654	0.89075714	0.8141844	0.902115	0.848809	0.9270374	0.7052742	0.9009895	0.9427823	0.9230479	0.95381147	0.9622775	0.7980269	0.97949564	0.37535185	0.8928663	0.6203651	0.89520746	0.8373645	0.83026886	0.84858423	0.95722765	0.57732403	0.8009499	0.8584604	0.6528728	0.66463196	0.7994745	0.715063	0.9321316	0.7926454	0.9025329	0.8968396	0.791319	0.0	0.7858068	0.87555104	0.9026285	0.89228076	0.5686959	0.78668046	0.8940836	0.9206592	0.8932006	0.97712827	0.7342566	0.60706645	0.859813	0.9052307	0.9286405	0.9278432	0.89214855	0.70173186	0.8968247	0.7870782	0.82877064	0.85883546	0.79875827	0.47095424	0.72839844	0.75597554	0.38108766	0.9323138	0.8582045	0.8670256	0.8894675	0.903599	0.6041825	0.6212424	0.79826045	0.88985866	0.9799403	0.874233	0.90318835	0.80234665	0.881866	0.8354813	0.8630887	0.81708014	0.8310307	0.90938896	0.9260002	0.87502843	0.91952354	0.8813841	0.91375446	0.8711003	0.94212335	0.9405476	0.77490526	0.8206774	0.81416744	0.43584377	0.85768014	0.73596907	0.82985294	0.9366605	0.8387762	0.8275155	0.87650084	0.76487356	0.9162051	0.90654874	0.8790442	0.7899631	0.71162957	0.82382137	0.5920416	0.9608453	0.84795886	0.8965613	0.8741803	0.8019296	0.87508625	0.5670669	0.97017324	0.9481504	0.6797452	0.8464304	0.9557278	0.927061	0.8973224	0.796517	0.8760668	0.85369813	0.741564	0.86600506	0.7347318	0.9226583	0.8581606	0.94471353	0.6418952	0.93967545	0.8524789	0.84968364	0.8559718	0.9024646	0.7757912	0.93694216	0.69107854	0.61676013	0.8361904	0.67398274	0.82002926	0.6897009	0.9220713	0.95748454	0.9078864	0.69481874	0.7382983	0.7645967	0.73272717	0.9396231	0.8491851	0.90857524	0.9240477	0.8662866	0.955755	0.79131246	0.81484663	0.85763127	0.9699305	0.95602965	0.8296357	0.8646365	0.82455665	0.9053372	0.8429091	0.5934255	0.8481873	0.8619835	0.83968985	0.79599285	0.7910379	0.8673124	0.8309705	0.8028598	0.6288893	0.90339094	0.8133859	0.89649737	0.8883181	0.23793674	0.5982325	0.7381171	0.927543	0.9429597	0.7578547	0.7945903
geheel/adj	0.9299531	0.5924411	0.5804794	0.94768435	0.82146513	0.8321085	0.8278239	0.8785111	0.9017137	0.82000494	0.7995652	0.760626	0.8121853	0.6930263	0.96388507	0.81981987	0.9295268	0.8068669	0.6787504	0.9329224	0.8879144	0.82729846	0.9212004	0.91938937	0.6550988	0.6029011	0.9590389	0.79651713	0.80648637	0.86631346	0.87219614	0.8685962	0.7078539	0.94135815	0.6328567	0.8946585	0.75824696	0.8914108	0.6898626	0.91291904	0.83728945	0.9288893	0.54772747	0.7858068	0.0	0.7358369	0.61708033	0.75865126	0.88062835	0.71567595	0.7770504	0.5475125	0.853454	0.8376526	0.92891055	0.8332351	0.8053944	0.84230155	0.9439127	0.9633891	0.8774706	0.5847813	0.7354106	0.828137	0.82436645	0.8511583	0.743655	0.85646176	0.63095987	0.8338093	0.89221376	0.8571496	0.86458695	0.96170515	0.86932856	0.8779805	0.8689604	0.8527113	0.6198739	0.9453044	0.88893735	0.8342897	0.6116049	0.7853365	0.8838372	0.8077527	0.9289855	0.86828274	0.9436229	0.7734445	0.8825292	0.8124348	0.78353405	0.8333229	0.7920687	0.8926594	0.84830207	0.94966805	0.70216215	0.7842667	0.7020347	0.9287272	0.82220936	0.7050027	0.67470485	0.84625316	0.8449744	0.7349404	0.93209195	0.66444564	0.6944127	0.8948411	0.74392784	0.9008311	0.8542774	0.7983265	0.56081176	0.9709288	0.9678273	0.7271706	0.63527876	0.7378695	0.83530736	0.56947356	0.9234244	0.814248	0.6981705	0.7826524	0.82509613	0.94459623	0.6736237	0.6737241	0.7947897	0.6583153	0.8473208	0.826444	0.9263189	0.838674	0.5962808	0.85908717	0.7822319	0.91872543	0.88884604	0.7552928	0.87817854	0.7286221	0.72042054	0.9136966	0.7100352	0.5418205	0.9703026	0.8438383	0.8118532	0.7933704	0.8431694	0.92294806	0.8677614	0.70491993	0.6988798	0.74913013	0.5623729	0.92813414	0.95284045	0.79166394	0.8041858	0.60923153	0.7507464	0.6874602	0.73208743	0.8855499	0.9194288	0.7751198	0.8097437	0.93998843	0.7072852	0.780602	0.6661676	0.64598	0.7318196	0.69153965	0.80100656	0.80902076	0.8347716	0.90813375	0.82459307	0.7333238	0.92342603	0.68758315	0.77447855	0.8974555	0.8478396	0.87698394	0.70738864	0.76695496	0.8183778	0.80998534	0.53325737	0.7267271
geleidelijk/adj	0.90711856	0.82057655	0.81681037	0.84940374	0.63602924	0.83949196	0.8380744	0.9167253	0.8968977	0.7860971	0.69633174	0.6449243	0.90289176	0.7309	0.7596138	0.7286433	0.89763916	0.86865366	0.80833405	0.94530797	0.7690584	0.9281894	0.8922403	0.981653	0.66017103	0.7042122	0.8761755	0.7544097	0.6262511	0.88757515	0.80424553	0.8844906	0.69032705	0.8826479	0.8363195	0.87076813	0.7115279	0.81929314	0.7016319	0.8182547	0.8426659	0.8161966	0.7269473	0.87555104	0.7358369	0.0	0.80459064	0.75499904	0.82696027	0.8023864	0.80306625	0.77596736	0.8949492	0.879784	0.8885042	0.86220515	0.7995819	0.9843219	0.9244789	0.81410015	0.83497405	0.7717835	0.7927145	0.6389741	0.7650882	0.5564418	0.81227446	0.84855735	0.7195569	0.75884587	0.9404088	0.8057797	0.8507692	0.93455774	0.8295296	0.7982168	0.78272176	0.87345177	0.76281404	0.8211626	0.7737621	0.89821655	0.79932636	0.85673326	0.8557147	0.8942743	0.90424156	0.6139606	0.92344797	0.75981855	0.8833879	0.7503551	0.83327264	0.8292654	0.81377697	0.72158176	0.95594573	0.90872097	0.71005386	0.7868228	0.6330065	0.97483176	0.9551825	0.68005645	0.71427715	0.90703106	0.89818025	0.73071826	0.681332	0.7466804	0.77608657	0.7754953	0.7719243	0.9486256	0.93380004	0.7953541	0.78472835	0.74278605	0.8830769	0.8309578	0.79942685	0.61388856	0.711392	0.77715343	0.79267246	0.669464	0.72996604	0.8383858	0.9289878	0.8219475	0.74357855	0.6348649	0.7743264	0.75214267	0.84555256	0.8582142	0.74060094	0.75801516	0.70220023	0.9003961	0.85920376	0.85846245	0.6338855	0.89001876	0.9299224	0.61766636	0.6973187	0.8250506	0.836737	0.77750987	0.86228347	0.5705955	0.6543172	0.7599212	0.8374415	0.74290216	0.7548157	0.70939803	0.8523929	0.7167888	0.7133639	0.8562517	0.85962504	0.6990992	0.83831185	0.5920689	0.81595606	0.6483555	0.6915184	0.7056424	0.88807774	0.81979954	0.76538134	0.9087923	0.7343092	0.86266387	0.84690666	0.70186126	0.8666885	0.7723393	0.79830694	0.46185422	0.9701139	0.71723086	0.85837543	0.5889861	0.8174584	0.86467814	0.77356946	0.9092525	0.75094885	0.86176246	0.7180692	0.6667831	0.8923792	0.89753747	0.601277	0.8024763
geloof/noun	0.97800165	0.6382319	0.763318	0.88674885	0.94920844	0.8593946	0.9764228	0.80714685	0.9246245	0.58395576	0.78375316	0.8526165	0.9723649	0.63734144	0.9789303	0.9365213	0.9614071	0.9183906	0.7968259	0.9859446	0.8202101	0.9330319	0.9970776	0.98773795	0.3558278	0.6985015	0.91925615	0.882758	0.685318	0.8116968	0.9110321	0.959781	0.7771624	0.9709166	0.6962851	0.9601114	0.9493677	0.9537103	0.737334	0.98061645	0.90274984	0.9260536	0.7746769	0.9026285	0.61708033	0.80459064	0.0	0.45727414	0.9414474	0.7372871	0.64456856	0.5280824	0.96368957	0.97311366	0.9534172	0.8394397	0.8489515	0.9938116	0.99334466	0.9478297	0.97961974	0.87160885	0.8629072	0.8821309	0.85535496	0.87018675	0.9455674	0.9453753	0.87218666	0.90705323	0.9687512	0.59310234	0.9744046	0.9690119	0.9297187	0.8792648	0.9854049	0.99176526	0.64108956	0.95530546	0.9427009	0.94041175	0.66421926	0.9150453	0.98395044	0.9838805	0.93413866	0.94632816	0.97800016	0.84020525	0.9763775	0.7276014	0.8903917	0.8371798	0.9456654	0.9734097	0.9664094	0.92999536	0.8487966	0.91693556	0.92726225	0.9869133	0.9696522	0.67191994	0.8390922	0.91462415	0.90556234	0.7973309	0.93804187	0.46927702	0.872932	0.9002267	0.54644585	0.98955935	0.82327694	0.81962466	0.60930896	0.9807233	0.9860608	0.9343029	0.89276016	0.85972834	0.8680753	0.76721513	0.9814737	0.9733517	0.90743136	0.9451569	0.9584233	0.92548794	0.29991925	0.94568217	0.8512664	0.82464933	0.8873246	0.69176614	0.9850572	0.8686956	0.44009095	0.9326887	0.8671692	0.9743711	0.98647827	0.86957866	0.92409915	0.8999119	0.9185233	0.9895267	0.6137984	0.8196553	0.9841311	0.8722421	0.9302372	0.8564254	0.92859334	0.9661848	0.9524421	0.9013903	0.9796517	0.8396019	0.47720325	0.7897726	0.98991567	0.85322595	0.9762476	0.6153171	0.68276143	0.75442624	0.8850224	0.9174789	0.856209	0.49610126	0.9541617	0.991748	0.80383927	0.8717804	0.40803677	0.83361053	0.88596773	0.90029037	0.8532165	0.77791643	0.9993385	0.9713435	0.78525454	0.7799852	0.95939547	0.58947134	0.7518017	0.9162569	0.9088702	0.9814708	0.9095306	0.8604911	0.9955473	0.9620508	0.7542715	0.30652773
geloofwaardigheid/noun	0.9492778	0.7120979	0.8101522	0.9166797	0.8520338	0.870973	0.96492094	0.9111405	0.86753154	0.63324374	0.89001286	0.83739656	0.90486646	0.8235477	0.94816524	0.82193285	0.95457995	0.86422646	0.84046775	0.85379225	0.78340757	0.9253416	1.0	0.95830226	0.36344796	0.67209995	0.9243367	0.7546551	0.7193038	0.61560094	0.9125875	0.9383122	0.66590405	0.95067394	0.87729716	0.86502665	0.91595066	0.798791	0.8367766	0.98502105	0.8376001	0.9526171	0.66172326	0.89228076	0.75865126	0.75499904	0.45727414	0.0	0.920854	0.7541567	0.48687953	0.39112484	0.8721472	0.94703454	0.92473394	0.88452196	0.81541944	0.8496832	0.9861234	0.9654873	0.8480494	0.90475506	0.82685566	0.92117614	0.8844698	0.822648	0.7777211	0.913907	0.8184145	0.7866769	0.97311306	0.46806675	0.84262216	0.90180093	0.9270747	0.9363445	0.7982976	0.9298655	0.75196344	0.94939107	0.9116199	0.89248395	0.62394035	0.8023206	0.92042685	0.89131176	0.9208226	0.89556825	0.9876203	0.8659384	0.9380757	0.7436644	0.76129943	0.80739546	0.88540655	0.9195605	0.98892194	0.9410393	0.762269	0.76297843	0.9240225	0.983767	0.94534165	0.77142656	0.80314887	0.988018	0.8397701	0.62926906	0.94200313	0.67554426	0.8897975	0.91928375	0.5442984	0.93252105	0.89630413	0.7554902	0.8027696	0.85303336	0.94438255	0.69232374	0.7669783	0.85260206	0.75399685	0.9356072	0.89243656	0.92030376	0.8359928	0.83602244	0.8932863	0.9177325	0.37168765	0.90581524	0.74896014	0.7857133	0.91915834	0.43610913	0.89320177	0.911937	0.5932135	0.9336555	0.72879016	0.9390723	0.89907897	0.7837005	0.90555984	0.8954452	0.7978186	0.963059	0.64567184	0.9013046	0.99075353	0.6923021	0.7417027	0.938249	0.9825468	0.91200316	0.89050347	0.78116953	0.89565873	0.8455763	0.69240665	0.7246263	0.93624216	0.75241774	0.92604214	0.7189423	0.9143621	0.70183146	0.75923944	0.82417446	0.90637356	0.3732577	0.9009793	0.97705376	0.7108421	0.8452608	0.5491999	0.7535761	0.8911855	0.9222428	0.74829227	0.72076416	0.96037644	0.91601443	0.86508137	0.78163	0.86843324	0.86387646	0.79138356	0.9377416	0.8725971	0.921678	0.84437466	0.6896142	0.8963235	0.9797263	0.6463668	0.5988318
gemeente/noun	0.8589333	0.95582074	0.90720266	0.94218856	0.94622225	0.9600431	0.946802	0.85543305	0.8384675	0.6329627	0.9180224	0.902785	0.90828884	0.7468008	0.9342629	0.7067148	0.93297726	0.934585	0.9572386	0.9663729	0.9598603	0.73187107	0.97695875	0.73211265	0.80174494	0.7350165	0.9590574	0.82699275	0.89013267	0.98294115	0.9450593	0.8637837	0.8709426	0.91025376	0.9218542	0.80287874	0.8306649	0.68309987	0.8599266	0.9095728	0.9078145	0.9407223	0.6535156	0.5686959	0.88062835	0.82696027	0.9414474	0.920854	0.0	0.88651824	0.947682	0.84291905	0.8367748	0.9637913	0.7237867	0.8884779	0.82828593	0.96215403	0.93312395	0.94868606	0.86742353	0.87525904	0.7050135	0.6510421	0.9769979	0.8725939	0.8029406	0.6259066	0.71408176	0.7029439	0.62033844	0.89216053	0.91329706	0.8930176	0.92873275	0.97165275	0.636752	0.89104915	0.9351131	0.9433601	0.9584417	0.8428961	0.838961	0.89444256	0.92741746	0.9216287	0.69364536	0.92869985	0.9253666	0.94175106	0.9711916	0.88592255	0.94306403	0.81642675	0.93246245	0.92154837	0.95625085	0.89421153	0.6797457	0.6845753	0.7748581	0.81231743	0.88880515	0.7911853	0.842927	0.9869967	0.76572096	0.79596347	0.82293737	0.83150786	0.8750571	0.87889135	0.60940963	0.81448436	0.7068416	0.84898925	0.8157481	0.97583467	0.95959806	0.8586205	0.8666887	0.8921255	0.8548916	0.8520406	0.9479456	0.9350572	0.7180122	0.71062285	0.9551785	0.9303904	0.9091331	0.84658444	0.87189543	0.79125273	0.9149767	0.9401913	0.8199142	0.943627	0.8469808	0.94271857	0.7402278	0.95046914	0.7557567	0.85852087	0.8275838	0.826072	0.897306	0.9555231	0.74085945	0.8766096	0.9914171	0.7532538	0.73285294	0.86355186	0.8623948	0.9772655	0.89034975	0.67044806	0.67431957	0.7975249	0.93535876	0.9466448	0.91613936	0.9400194	0.9394138	0.9069296	0.96040505	0.7659184	0.6855557	0.79776156	0.9509545	0.9593926	0.89647025	0.9004804	0.7602329	0.87501466	0.79730326	0.5914379	0.8525049	0.9062224	0.8809202	0.8182919	0.88338697	0.8957076	0.8977664	0.94297	0.787166	0.85414255	0.530861	0.8965563	0.92905575	0.5735711	0.6571404	0.6462834	0.9367915	0.9395026	0.82080805	0.8218276
geraakt/adj	0.805387	0.686242	0.82425874	0.8113514	0.9326252	0.8462522	0.8644175	0.8626718	0.7143979	0.92267084	0.72851074	0.8979141	0.8669899	0.7789892	0.8489307	0.9316521	0.7924354	0.88145167	0.8355902	0.99307895	0.7590951	0.9591773	0.8822578	0.82036567	0.70904875	0.69882023	0.76728016	0.82957494	0.8346354	0.62042403	0.8583847	0.8719073	0.61253303	0.78818786	0.6261468	0.77943206	0.8330823	0.7275866	0.7243068	0.9168079	0.790552	0.91877747	0.8904671	0.78668046	0.71567595	0.8023864	0.7372871	0.7541567	0.88651824	0.0	0.8817787	0.7365297	0.89536244	0.8085473	0.75664365	0.7464128	0.8014214	0.8932066	0.7692683	0.8284162	0.897549	0.83489347	0.81010056	0.77417177	0.7633341	0.8083609	0.8680664	0.8463487	0.82478213	0.71637654	0.9449418	0.762657	0.9415855	0.84315044	0.7786653	0.79802066	0.8706682	0.73590887	0.87920564	0.824268	0.89316964	0.800094	0.8407266	0.8138471	0.80935717	0.7276448	0.8040375	0.79357284	0.7556543	0.82607436	0.857117	0.75652444	0.79670155	0.87442356	0.9087228	0.9450851	0.7902564	0.8703637	0.7258142	0.8617648	0.7969236	0.9258283	0.9818316	0.7040421	0.8560538	0.8979544	0.81154644	0.6797187	0.9159073	0.7523234	0.8890844	0.8926052	0.88574743	0.6489074	0.8956551	0.856655	0.7454864	0.8630469	0.92228013	0.7199087	0.7911112	0.57567436	0.68255717	0.6347874	0.7340275	0.82676804	0.8324769	0.85454345	0.95038766	0.7188416	0.74414337	0.86885124	0.56626856	0.8380992	0.90982336	0.67651224	0.96749127	0.7946466	0.78513765	0.9514025	0.71774143	0.87467265	0.9478607	0.8251169	0.9505816	0.9067888	0.83139306	0.7739049	0.8747085	0.8794543	0.92367977	0.81189495	0.8404459	0.55710006	0.95423234	0.8335599	0.8217302	0.8554936	0.807366	0.86900395	0.60686827	0.78371644	0.8546227	0.7262577	0.72764254	0.84974265	0.84899426	0.71946216	0.8843777	0.92866445	0.9267671	0.59727204	0.8572069	0.7560679	0.6643837	0.94215626	0.88226646	0.7609198	0.71524006	0.8187458	0.83244365	0.7556819	0.8202232	0.97759634	0.75093555	0.56757855	0.9048814	0.8475709	0.82261896	0.824921	0.87847704	0.8520328	0.7071864	0.8109112	0.9429867	0.83254886	0.7053056	0.8210398
geschonden/adj	0.97126234	0.6794721	0.82592285	0.7709867	0.95280033	0.78289104	0.8800323	0.88633925	0.9091028	0.8852288	0.9200713	0.7891893	0.8927198	0.77268034	0.86426836	0.8671507	0.94908303	0.7472194	0.8568497	0.8176927	0.732245	0.91692716	0.9442724	0.9399188	0.57907796	0.7292069	0.8806608	0.75597125	0.6441738	0.7094172	0.87123466	0.937599	0.7138811	0.9271586	0.8078427	0.8816957	0.83242095	0.8728021	0.9069878	0.9630705	0.94117844	0.8566291	0.71972203	0.8940836	0.7770504	0.80306625	0.64456856	0.48687953	0.947682	0.8817787	0.0	0.572525	0.9440771	0.9006968	0.83095485	0.68897593	0.74132884	0.9342005	0.9711891	0.87925345	0.94186634	0.8839598	0.75676465	0.9089859	0.8856672	0.79732394	0.8041092	0.9188945	0.79055625	0.8981892	0.96240175	0.58397496	0.8571553	0.9695419	0.91187453	0.83984023	0.8788385	0.94532853	0.8335138	0.8722049	0.8687734	0.85712254	0.68993187	0.8559917	0.8556859	0.9298374	0.8788275	0.8849538	0.9165834	0.78869706	0.8360455	0.7629415	0.8239921	0.7917416	0.89391553	0.97249436	0.99066925	0.86706734	0.8475147	0.8678699	0.88728434	0.9689453	0.96050376	0.8135854	0.84093064	0.9815911	0.8596623	0.74318826	0.8544744	0.78124624	0.8567685	0.8226035	0.63764095	0.9588525	0.94135416	0.9647537	0.935325	0.8773527	0.88310206	0.82410866	0.8463594	0.70385885	0.82135963	0.92430794	0.76929146	0.95664644	0.86516607	0.8573079	0.8994104	0.8353228	0.5820198	0.8468463	0.8406954	0.76209784	0.8826739	0.5493133	0.9572346	0.8672066	0.6469399	0.928939	0.7352592	0.9309065	0.946284	0.7119617	0.85761213	0.8678447	0.88646066	0.944774	0.7987759	0.8776867	0.90831184	0.81449306	0.85203433	0.823334	0.9259697	0.83440053	0.9230906	0.9104316	0.8904228	0.91480803	0.73385715	0.764053	0.91261935	0.84599185	0.88667196	0.8441355	0.8571665	0.7447245	0.714985	0.7442561	0.9254831	0.59481514	0.94551873	0.9655108	0.8284703	0.8198897	0.6371802	0.8519618	0.850859	0.7748449	0.91958964	0.85788596	0.9309334	0.8515076	0.7652929	0.8023186	0.9340106	0.73064053	0.8943689	0.7850534	0.84031665	0.8919102	0.8929491	0.78842676	0.93838537	0.9147213	0.6542028	0.7328799
