	Al/det	Belgisch/adj	Francesco/name	afloop/noun	al/adv	alle/det	alles/noun	ballast/noun	beetje/noun	bel_af/verb	belangstellende/noun	ben/verb	benzine/noun	besta/verb	beterschap/noun	bevat/verb	bevrediging/noun	bied/verb	blijf/verb	blijk/verb	boodschap/noun	breng/verb	conflict/noun	daarmee/pp	dag/noun	de/det	die/det	ding/noun	doe/verb	droom/noun	druk_in/verb	druk_uit/verb	een/det	einde/noun	ellende/noun	en/vg	enig/adj	enig/det	ervaring/noun	flauw/adj	geduld/noun	geef/verb	geef_op/verb	geef_uit/verb	geen/det	geld/noun	gelijkmaker/noun	geloof/noun	geluk/noun	gelul/verb	genees_middel/noun	genezing/noun	gezeur/noun	gloor/verb	goed/adj	gooi/verb	groei/verb	groot/adj	haar/det	heb/verb	heb_op/verb	heel/adj	hele/adj	herstel/noun	herstructurering/noun	horizon/noun	hulpverlener/noun	hun/det	ijdel/adj	in/prep	in/verb	incasseringsvermogen/noun	injecteer/verb	inspireer/adj	kabaal/noun	kennis/noun	kind_DIM/noun	koers_stijging/noun	koester/verb	koop/verb	krijg/verb	laat/adj	laat/verb	leef_op/verb	leer/verb	leven_DIM/noun	licht_DIM/noun	liefde/noun	lig/verb	lijk/verb	loop_mis/verb	loot/noun	materiaal/noun	meer/det	mens/noun	mijn/det	nauwelijks/det	nieuw/adj	ondanks/prep	ons/det	ontleen/verb	ontneem/verb	onzin/noun	op/prep	oppositie/noun	overlast/noun	overleving/noun	pelgrim/noun	plaats_DIM/noun	poen/noun	pril/adj	puin/noun	put/verb	rechtvaardig/verb	redding/noun	renner/noun	rente/noun	reëel/adj	rijs/verb	rommel/noun	rotzooi/noun	rumoer/noun	rust/noun	scheel/verb	schenk/verb	schep/verb	schiet_af/verb	slordig/adj	solidariteit/noun	sprankje/noun	spreek_uit/verb	staal/noun	staar/verb	stang/noun	stel/verb	sterf/verb	sterk/verb	stil/adj	teken/noun	telefoon_gesprek/noun	terug_match/noun	tijd/noun	toekomst/noun	toepassing/noun	troost/noun	tussen/prep	uit_weg/noun	vaag/adj	vals/adj	veeg/verb	veel/adj	veel/det	verandering/noun	verbetering/noun	verdriet/noun	verg/verb	verlies/verb	verlossing/noun	vertrouwen/noun	verwachting/noun	vestig/verb	vod/noun	voor/prep	vooral/adv	vrede/noun	vrede_regeling/noun	vrees/noun	vreugde/noun	vurig/adj	waai_over/verb	waarheid/noun	wanhoop/noun	wat/det	weer/adv	weinig/adj	weinig/det	wek_op/verb	werk/noun	zegen/noun	zet/verb	zie_tegemoet/verb	zijn/det	zonder/prep	één/num
geloof/noun	0.8636582	0.91183907	0.928841	0.90658647	0.9060541	0.8063195	0.80260944	0.90088767	0.80370414	0.9640024	0.9365408	0.7604419	0.9562844	0.74780285	0.94043946	0.85874164	0.8923615	0.84075594	0.8596939	0.8549115	0.7558007	0.89302754	0.8067235	0.7890721	0.91940665	0.79997164	0.7192658	0.78002226	0.8948542	0.7829378	0.91335326	0.79318213	0.8018527	0.88388413	0.80325925	0.72415924	0.80791116	0.76224077	0.766642	0.8980161	0.81731325	0.8712163	0.86965674	0.9156546	0.7857617	0.9317466	0.9269967	0.0	0.790989	0.9258958	0.90281236	0.8178891	0.91666573	0.88728756	0.89653534	0.87613946	0.8529793	0.8629171	0.75710964	0.8259733	0.8836616	0.86230135	0.95246434	0.8423041	0.92503494	0.90817314	0.8848787	0.6937492	0.8617904	0.87033916	0.8767898	0.92723596	0.953645	0.88915	0.91902864	0.76038563	0.8805718	0.9432135	0.7389684	0.9530554	0.94107914	0.89203143	0.8898521	0.8878864	0.8291131	0.93134415	0.92427486	0.6317425	0.9217638	0.76506054	0.9213975	0.95854056	0.8823186	0.84384423	0.7568675	0.8092444	0.88221765	0.906951	0.7987894	0.73535085	0.8121158	0.8178513	0.7919321	0.90643585	0.8255914	0.91775835	0.9212144	0.84937966	0.9385199	0.9333749	0.8618596	0.9346696	0.82404375	0.8179118	0.8907261	0.90455735	0.9318986	0.8139552	0.87115765	0.9231143	0.9107019	0.9099608	0.8658303	0.91333973	0.8513981	0.7951666	0.9267885	0.9160473	0.7043709	0.8976816	0.81816673	0.9231255	0.9186834	0.9282154	0.863961	0.8474283	0.8387141	0.86927336	0.7462246	0.9341752	0.976076	0.84642434	0.8450658	0.85166144	0.7994807	0.78990346	0.8676736	0.7809579	0.8493284	0.9019017	0.8199845	0.80558485	0.8174669	0.8932364	0.7942194	0.8639472	0.8778681	0.8306323	0.71652484	0.8636582	0.87983847	0.93136126	0.83401453	0.78754485	0.7378347	0.90601504	0.8139982	0.8079432	0.78933537	0.8976519	0.6833801	0.8196651	0.87888914	0.8559433	0.80908084	0.7859677	0.85750496	0.87695646	0.836281	0.92265815	0.9263386	0.742221	0.8039531	0.8936156
geluk/noun	0.89004457	0.9356984	0.9455194	0.8360504	0.89422035	0.8795838	0.8151611	0.91575027	0.780387	0.9400069	0.9312565	0.81478786	0.9210284	0.88141346	0.8961482	0.8759022	0.8950385	0.8791667	0.8488757	0.86201066	0.8867954	0.88100606	0.90102035	0.8573388	0.89686596	0.8425891	0.78821945	0.8427993	0.9146484	0.7779983	0.91175616	0.86445147	0.76328033	0.9027635	0.7873785	0.7721466	0.87158626	0.8366962	0.8341363	0.8756986	0.81817764	0.8877779	0.87303174	0.92329216	0.8469591	0.9201091	0.8319348	0.790989	0.0	0.95002586	0.9139572	0.8510517	0.9409576	0.9058496	0.8538671	0.85644305	0.8942208	0.8945047	0.76582515	0.8735757	0.9131332	0.8543345	0.9531345	0.8414239	0.9625877	0.8679722	0.91747516	0.80130726	0.88164705	0.8657682	0.88482213	0.9144837	0.9333424	0.9193571	0.9219185	0.85398424	0.8630326	0.9216933	0.82019496	0.9141133	0.91016746	0.87099695	0.859779	0.91973704	0.8653752	0.9406757	0.9193953	0.6832423	0.8760376	0.78025126	0.8946684	0.96514964	0.8890778	0.8854385	0.8221583	0.8039521	0.92743653	0.92543006	0.82178634	0.8088436	0.9162065	0.86930156	0.89808655	0.8828342	0.9089131	0.9112316	0.9287489	0.9311874	0.89266944	0.93987	0.85789096	0.9218847	0.8800085	0.92855495	0.86055547	0.86774874	0.93924516	0.9000356	0.9319766	0.91370237	0.9219843	0.93361557	0.7790438	0.8973428	0.8137966	0.84453166	0.9447239	0.8736018	0.8590462	0.8999593	0.90711814	0.9219854	0.90090394	0.9501754	0.9442845	0.8460024	0.91945916	0.8233943	0.8184266	0.93488485	0.9352303	0.8615939	0.88571995	0.9090638	0.78454465	0.8730478	0.9006011	0.87704015	0.8860294	0.90533686	0.8374735	0.86248064	0.872652	0.8986866	0.78330797	0.8639854	0.8634594	0.86818975	0.8198334	0.8956969	0.9265889	0.91905314	0.8667407	0.8331375	0.7731899	0.9336881	0.8744103	0.72945625	0.8789443	0.92540234	0.85553753	0.8280225	0.82113934	0.8156389	0.8573591	0.8726405	0.8732933	0.9187646	0.9081528	0.9123105	0.9562215	0.7867185	0.8498025	0.88428956
gelul/verb	0.95339644	0.9516964	0.9805922	0.9468837	0.9476595	0.9379331	0.9377062	0.9503814	0.8709967	0.9636213	0.9663891	0.8912953	0.9642398	0.91297895	0.9729754	0.9511092	0.9356388	0.9450403	0.93119526	0.96143425	0.89462805	0.97020334	0.9669421	0.9313098	0.95941716	0.93884563	0.9130168	0.87184274	0.94149184	0.9372055	0.9704085	0.9114355	0.9293981	0.9789344	0.93640447	0.9046245	0.9289	0.94741774	0.96586585	0.927232	0.97463393	0.95062834	0.95375	0.9674559	0.90085644	0.95225954	0.9790714	0.9258958	0.95002586	0.0	0.97410315	0.94889295	0.8604592	0.9507458	0.9523719	0.9574075	0.96233803	0.9597453	0.926559	0.92537487	0.92383885	0.9279137	0.9484907	0.9622424	0.97525036	0.95230305	0.95098925	0.91701746	0.89867723	0.9573833	0.9473456	0.966769	0.9733274	0.9247527	0.95081	0.9319705	0.9480356	0.96613854	0.90999836	0.95451367	0.9767132	0.9732934	0.95589	0.95479107	0.945364	0.960255	0.9665258	0.92772555	0.972905	0.93318677	0.95114845	0.95324814	0.9598242	0.93349063	0.9091067	0.90714943	0.9488458	0.9579039	0.94992745	0.9132657	0.92480195	0.9686742	0.8688783	0.9673361	0.94330347	0.9600925	0.9652004	0.93752104	0.9587202	0.9271931	0.94750214	0.96549064	0.9350746	0.92013884	0.9442132	0.95850736	0.981783	0.940414	0.9356451	0.9493416	0.9198212	0.94913214	0.9811241	0.9268842	0.9562646	0.93998724	0.96260303	0.9678182	0.94502914	0.95181364	0.9593307	0.96673274	0.92556286	0.95804596	0.9635626	0.9459105	0.91834724	0.9538034	0.9279977	0.9682508	0.9611256	0.960449	0.9273421	0.9624431	0.92011577	0.93009514	0.95232236	0.9164859	0.9451756	0.9585022	0.9232049	0.91066945	0.9401911	0.971399	0.946735	0.9719362	0.975903	0.92207766	0.963005	0.9587697	0.96220654	0.9686564	0.9385761	0.924665	0.9552301	0.95803404	0.94664556	0.95044535	0.93994766	0.9574299	0.906593	0.9488053	0.94484466	0.9436026	0.930181	0.9080347	0.9464493	0.9246394	0.9369981	0.9725348	0.9543628	0.92795265	0.9427748	0.9582753
genees_middel/noun	0.92473185	0.88427657	0.96580577	0.9357053	0.9106044	0.8210938	0.9075502	0.9400868	0.9280784	0.9451979	0.92332786	0.83211553	0.839402	0.81733215	0.932737	0.7539326	0.92471933	0.8407351	0.8986217	0.77586806	0.8908041	0.9247882	0.92573816	0.8478325	0.9307925	0.8607396	0.8416351	0.9130846	0.9451741	0.93354654	0.92454755	0.93471247	0.8290543	0.95846486	0.9062832	0.77919453	0.89046013	0.8807982	0.90011644	0.95295393	0.93674886	0.9078808	0.93527824	0.8683283	0.85034347	0.85285497	0.96083975	0.90281236	0.9139572	0.97410315	0.0	0.79980767	0.97197634	0.96405697	0.9041683	0.93436307	0.86857766	0.88337654	0.91216385	0.8507199	0.92029715	0.91261494	0.95486176	0.886397	0.8845866	0.95668733	0.8529132	0.8549694	0.94641703	0.9015508	0.93340814	0.95511395	0.81371665	0.9502133	0.9643462	0.81746566	0.8902486	0.92420393	0.9317513	0.82688755	0.8341786	0.94848496	0.92077446	0.95474917	0.9230721	0.9594367	0.9557021	0.9199467	0.90497875	0.8737703	0.90278965	0.891413	0.7705538	0.82061553	0.7793332	0.92263556	0.8553611	0.8718365	0.8787031	0.8759734	0.9235927	0.91204	0.8838844	0.90506697	0.9076187	0.8720477	0.88691384	0.95178473	0.9391993	0.95283973	0.9299767	0.9405396	0.91088253	0.88162756	0.90655756	0.8966436	0.88213205	0.87652767	0.8939527	0.89007837	0.9056278	0.9607264	0.9319503	0.9085369	0.90854967	0.91575235	0.9235357	0.91414285	0.90100473	0.94997835	0.9408271	0.8231667	0.9362109	0.96352786	0.8860623	0.81247675	0.9580255	0.9391722	0.890187	0.91766167	0.9756501	0.9253369	0.8979434	0.7316444	0.9190815	0.91569215	0.9340197	0.8988989	0.88419795	0.95042175	0.8473656	0.83498365	0.86365885	0.8401544	0.9044246	0.8095252	0.9446724	0.95137554	0.91578233	0.91324973	0.9210559	0.94733775	0.7902696	0.79695743	0.93884015	0.96080595	0.8733491	0.9566613	0.9476571	0.93077487	0.91963744	0.916988	0.9240013	0.93154734	0.8857354	0.8717252	0.87374467	0.9107368	0.92363536	0.9560893	0.9518839	0.919785	0.8297173	0.8891219
genezing/noun	0.9041769	0.9614	0.9492311	0.8779362	0.9217288	0.9016593	0.90223294	0.94208205	0.92115474	0.9511323	0.9361252	0.8627138	0.965519	0.8767127	0.85247684	0.90635306	0.9124171	0.8801476	0.9013231	0.8452729	0.91029817	0.9191951	0.91107345	0.87578404	0.9210148	0.8953351	0.84333694	0.9072407	0.95366776	0.90783954	0.93718517	0.9013128	0.85720205	0.93892765	0.8762441	0.86064225	0.9318925	0.85580814	0.88033867	0.9472457	0.9014997	0.9184544	0.9070546	0.9675376	0.8593881	0.9368279	0.94381046	0.8178891	0.8510517	0.94889295	0.79980767	0.0	0.9371161	0.9136629	0.9028395	0.93040127	0.9281255	0.9217751	0.85159147	0.83633447	0.94040704	0.9336773	0.9171161	0.8103987	0.9161712	0.9462618	0.8674985	0.8308374	0.8975911	0.93210214	0.92431146	0.959231	0.9217011	0.91984075	0.9294913	0.86787474	0.86817014	0.9251795	0.8979807	0.96187896	0.8702816	0.9233258	0.9063406	0.91759574	0.9265591	0.9518846	0.95081276	0.8520103	0.9187837	0.88303435	0.9248463	0.95661676	0.91855896	0.8701872	0.77502215	0.84283286	0.91736656	0.9353897	0.8572581	0.8600997	0.8821985	0.91314083	0.9220988	0.90736526	0.94037235	0.92127484	0.8351189	0.8679371	0.9357764	0.9436836	0.92764837	0.929394	0.89632785	0.8911938	0.86668175	0.9424536	0.9447267	0.880633	0.92907274	0.936079	0.92799795	0.92650694	0.88682395	0.9192702	0.91128963	0.9039548	0.9408539	0.93645126	0.8981334	0.8988274	0.9077229	0.9349899	0.9414739	0.96908575	0.93013054	0.8242	0.8975837	0.9142152	0.8511653	0.9285073	0.95344377	0.90571743	0.89059067	0.8809109	0.8306875	0.9259035	0.895774	0.9045423	0.92477566	0.9132761	0.8820766	0.86147165	0.8377112	0.8349645	0.8571249	0.8728062	0.9084158	0.83779293	0.90670615	0.9254718	0.93996173	0.9551867	0.8489262	0.87022257	0.83701825	0.8629714	0.9002859	0.8827219	0.88047254	0.9405099	0.85597306	0.9062641	0.917586	0.90079045	0.8836773	0.8603816	0.8890281	0.92080766	0.87394816	0.9636057	0.91066134	0.84665287	0.87611103	0.9266205
gezeur/noun	0.91327655	0.95432264	0.9639975	0.89537275	0.9192694	0.8828294	0.9095353	0.922609	0.8489971	0.93371236	0.94423276	0.8791732	0.93291414	0.910797	0.9458579	0.9436462	0.91310394	0.92355025	0.9139015	0.90781325	0.9019297	0.95777345	0.9148318	0.88563573	0.93530875	0.90231365	0.83044803	0.8615496	0.94127536	0.90473664	0.9592008	0.9106759	0.86590725	0.9312613	0.85031915	0.8831886	0.93637645	0.880764	0.91348934	0.8701536	0.9001405	0.89564717	0.9034336	0.95669883	0.83542335	0.9202691	0.95316243	0.91666573	0.9409576	0.8604592	0.97197634	0.9371161	0.0	0.9065325	0.9228586	0.9312076	0.92620516	0.92778945	0.9005585	0.85933894	0.9190224	0.91576165	0.91422987	0.9469281	0.95013344	0.93092716	0.9064795	0.8715292	0.8994105	0.9554417	0.90580684	0.95816755	0.94340974	0.8975802	0.89258206	0.913467	0.94679457	0.9402596	0.9139435	0.9543577	0.91311884	0.9550222	0.91188616	0.9002624	0.94376224	0.90182626	0.9331621	0.922965	0.9238276	0.8795921	0.926627	0.9455136	0.9285813	0.9006488	0.89390445	0.88092387	0.90152663	0.9371528	0.8581676	0.89878696	0.91475964	0.91577476	0.88163525	0.90216434	0.8939222	0.9031361	0.95183146	0.93849695	0.96319324	0.92150617	0.9420129	0.9384717	0.93029964	0.9105892	0.946592	0.9430567	0.9213308	0.9279886	0.94564176	0.9276103	0.8689897	0.89398223	0.9002392	0.881512	0.9545455	0.93446666	0.9436995	0.9127989	0.93417543	0.924856	0.9216019	0.9415024	0.93347085	0.9215123	0.9318381	0.9483581	0.911764	0.9293946	0.91530854	0.92846733	0.96101505	0.91795033	0.94401866	0.93687546	0.8913654	0.9422235	0.93114835	0.8971435	0.9230975	0.93034804	0.8726261	0.85041904	0.94785786	0.955286	0.9162634	0.9350376	0.944425	0.9285583	0.9590246	0.9406067	0.96564144	0.9485593	0.90945977	0.8715211	0.9187455	0.93623465	0.92030215	0.918389	0.92343736	0.9266609	0.9342943	0.8971532	0.87299955	0.8877133	0.8926227	0.8790838	0.9185778	0.9212936	0.91327935	0.9181852	0.9295125	0.90100694	0.85601884	0.9265075
gloor/verb	0.93527764	0.9128541	0.9310122	0.9092013	0.9431355	0.9302182	0.96190655	0.9349567	0.90816545	0.97263443	0.942307	0.9222043	0.9548133	0.93151826	0.9068823	0.9312961	0.96225613	0.90966773	0.9267602	0.94099236	0.92437625	0.89449614	0.90766084	0.8888289	0.9444519	0.86225027	0.89761156	0.9352624	0.9678532	0.8943246	0.91000277	0.92254806	0.86363804	0.9003306	0.87753695	0.8929718	0.8962667	0.9138591	0.9296028	0.9279258	0.92064416	0.93570024	0.91673636	0.9698079	0.92172074	0.94667995	0.93347013	0.88728756	0.9058496	0.9507458	0.96405697	0.9136629	0.9065325	0.0	0.9262438	0.94900525	0.9316425	0.9165468	0.9237455	0.9293948	0.9265399	0.94644046	0.9434735	0.8935847	0.9368944	0.8484186	0.92941993	0.9147501	0.9159376	0.9052212	0.9353123	0.96286875	0.97071254	0.92500913	0.9457028	0.94512945	0.9573081	0.92542964	0.89739853	0.95613813	0.94586146	0.91335285	0.9557897	0.8952819	0.9578828	0.93936884	0.91083634	0.9010176	0.9426717	0.88543725	0.91157895	0.9561069	0.95780045	0.93057376	0.9458286	0.9336567	0.9107858	0.89332414	0.88965476	0.9137178	0.93385595	0.9140739	0.9255508	0.8948524	0.9422655	0.9462182	0.9519422	0.93634737	0.93480563	0.9145483	0.8806047	0.9340067	0.90603715	0.9375988	0.90344036	0.9323513	0.9548733	0.90333045	0.932394	0.9546209	0.9348588	0.93912315	0.9148164	0.9470045	0.9285812	0.8928096	0.95807195	0.9443028	0.9439038	0.8235501	0.92787266	0.929348	0.9071419	0.9441987	0.9558393	0.939935	0.90672743	0.92442447	0.8808123	0.962444	0.9587329	0.91071904	0.883654	0.96091247	0.8919365	0.90948665	0.920738	0.9078392	0.9279324	0.9280616	0.9467431	0.9366261	0.942024	0.9312872	0.91605866	0.9328714	0.9006901	0.8526691	0.9441635	0.90630543	0.92096037	0.9440279	0.89132094	0.91625434	0.8869029	0.9341242	0.9078798	0.8992871	0.9212602	0.93223363	0.92597306	0.89601564	0.9350647	0.89532125	0.91103303	0.92721874	0.9392774	0.94912386	0.9273592	0.92803663	0.89648765	0.89309657	0.9042308	0.9243648
goed/adj	0.8822898	0.8922789	0.9611446	0.9085903	0.8730823	0.82589	0.80875134	0.95591927	0.85377026	0.9608589	0.93713415	0.78976464	0.9449917	0.87718475	0.93336725	0.87278306	0.91464573	0.8349408	0.84248686	0.857045	0.89468294	0.8986375	0.91570735	0.8409514	0.9153091	0.86458266	0.82407665	0.8554826	0.91006666	0.9159916	0.9414786	0.92315567	0.81337357	0.9524961	0.9101256	0.7724315	0.8342594	0.864499	0.8622675	0.90721524	0.879683	0.872496	0.90700525	0.89377844	0.84013474	0.88963366	0.90847945	0.89653534	0.8538671	0.9523719	0.9041683	0.9028395	0.9228586	0.9262438	0.0	0.9223493	0.885669	0.911012	0.86498713	0.85879314	0.9037415	0.8569144	0.91926986	0.873669	0.8978833	0.9471876	0.8730019	0.82603383	0.9144314	0.89403886	0.8908104	0.94410855	0.9544427	0.9111463	0.93689865	0.8379575	0.91305596	0.9156206	0.89833	0.9085697	0.9025603	0.93746936	0.88423157	0.9367835	0.8223839	0.908074	0.93962395	0.87912416	0.9275973	0.8414259	0.9164089	0.9655342	0.8684947	0.83861697	0.85263705	0.8187803	0.8436097	0.8720788	0.8564596	0.7735274	0.9142601	0.9227713	0.8955196	0.8905145	0.91381866	0.9283693	0.9372832	0.91381264	0.938465	0.92605996	0.9044138	0.9515479	0.90585905	0.9049192	0.9206294	0.8904804	0.92841756	0.8889522	0.91556776	0.9267291	0.9032396	0.93807393	0.8795585	0.9111676	0.89561474	0.8723869	0.9530407	0.83047384	0.88461894	0.945745	0.9474156	0.8912636	0.94450015	0.9261655	0.9103886	0.9489994	0.88885546	0.90842164	0.9109285	0.9494369	0.9533655	0.84735215	0.85198385	0.8872927	0.9220889	0.89775723	0.9456221	0.86447257	0.9192687	0.9253743	0.796028	0.8481204	0.8660532	0.7656214	0.91541743	0.8309072	0.8929873	0.9472974	0.87062806	0.9202645	0.94006455	0.9382403	0.82764226	0.7867616	0.8876804	0.96219325	0.9239092	0.9261709	0.9272063	0.9307511	0.90847695	0.92611593	0.85798955	0.86734533	0.756709	0.8013399	0.9150023	0.85908616	0.90861744	0.93359685	0.93118525	0.85647136	0.8335838	0.8770219
gooi/verb	0.9008501	0.8969495	0.94363683	0.8616323	0.9124473	0.82125556	0.85596776	0.8979854	0.83301127	0.95171636	0.9077321	0.8968553	0.8161943	0.8645742	0.93684614	0.8079739	0.9645637	0.8945711	0.89368707	0.8718779	0.86454934	0.8448478	0.9056468	0.8761119	0.8792099	0.75319445	0.8333137	0.88643306	0.8998885	0.8901591	0.84245276	0.8980743	0.699555	0.9089129	0.8456212	0.66108966	0.88309765	0.87294817	0.91338116	0.8863859	0.91553354	0.88968456	0.87018746	0.8873059	0.8533009	0.85196376	0.9078107	0.87613946	0.85644305	0.9574075	0.93436307	0.93040127	0.9312076	0.94900525	0.9223493	0.0	0.8953444	0.8705902	0.79958844	0.8714001	0.8678094	0.8574431	0.8999605	0.90954375	0.9669076	0.89392143	0.8723639	0.774786	0.9334488	0.7989062	0.8584057	0.9634175	0.9361408	0.951569	0.9051705	0.8937558	0.8716372	0.96469504	0.87008345	0.76502407	0.86381507	0.8882975	0.82278466	0.9403155	0.90127385	0.9294898	0.86804336	0.8596369	0.7134321	0.83460116	0.9246085	0.95514405	0.8078176	0.8952492	0.87869525	0.80405146	0.8952229	0.9063745	0.8602835	0.85796386	0.90764505	0.86786306	0.9033959	0.788741	0.9083511	0.91502905	0.9726696	0.9216827	0.87203884	0.9158057	0.93047404	0.7729363	0.8806048	0.91831774	0.88777566	0.88865626	0.9538238	0.91717374	0.85694253	0.81680655	0.8320587	0.95133346	0.9086224	0.86961335	0.81560254	0.84314394	0.81284976	0.86215264	0.91220963	0.95380837	0.89941	0.83010554	0.8006213	0.90443164	0.9093918	0.8479752	0.94771457	0.83292794	0.8647496	0.9406393	0.9692447	0.9195993	0.9155121	0.91646236	0.8794822	0.85140824	0.92904294	0.9053425	0.8449648	0.81751585	0.8629452	0.8504825	0.93482167	0.9327517	0.85965073	0.89334583	0.8906253	0.93320686	0.921215	0.91588956	0.9007697	0.8431191	0.8797667	0.8644072	0.9120192	0.97107995	0.89887637	0.8830027	0.89233303	0.92994356	0.88724273	0.8594339	0.7604325	0.82440275	0.90551186	0.88169634	0.905303	0.93131506	0.9043015	0.74713725	0.94377863	0.79553556	0.801411	0.77305675
groei/verb	0.91067916	0.82037735	0.9620043	0.91521966	0.8941318	0.8341292	0.8905417	0.94014513	0.87238884	0.97267157	0.9314765	0.8737232	0.9027454	0.7311413	0.92781085	0.81824344	0.9010619	0.82087314	0.83680576	0.81517977	0.8924181	0.8871381	0.86438316	0.79752356	0.9164717	0.7172631	0.8010822	0.904761	0.9277842	0.8825623	0.91660297	0.86386895	0.79088056	0.89514035	0.8685682	0.7072781	0.857367	0.7821052	0.8783733	0.9308306	0.90654373	0.90509915	0.90780413	0.8457893	0.8567273	0.8881778	0.9531175	0.8529793	0.8942208	0.96233803	0.86857766	0.9281255	0.92620516	0.9316425	0.885669	0.8953444	0.0	0.69307816	0.8416289	0.85066795	0.9183156	0.83143026	0.96803945	0.7752399	0.8655622	0.8821474	0.9068354	0.78753376	0.91690195	0.8034472	0.8839422	0.93142503	0.8883116	0.9343983	0.93732506	0.8470572	0.90765435	0.85164934	0.82588756	0.8346851	0.9042779	0.91832125	0.87331355	0.87967247	0.889774	0.96471864	0.923015	0.8553191	0.80551964	0.8222041	0.87485445	0.9118511	0.8367188	0.7415464	0.8753547	0.8514379	0.82060456	0.8481923	0.72426975	0.78192586	0.87240493	0.8754206	0.8822119	0.8597956	0.879956	0.8941484	0.93622255	0.9199134	0.90483284	0.93006575	0.85201585	0.9255858	0.8576548	0.88803166	0.9035512	0.90950465	0.81347907	0.7982562	0.8193717	0.90088016	0.92841244	0.9248439	0.93522584	0.88226455	0.8789262	0.80970234	0.9299127	0.90421045	0.8639455	0.9293033	0.885045	0.8511412	0.90413994	0.9427187	0.91216594	0.85559785	0.87124276	0.8556403	0.7979914	0.9449058	0.9737045	0.89273417	0.84161377	0.83081377	0.9081667	0.79796666	0.9122124	0.8683066	0.8940736	0.90404093	0.8090402	0.78953105	0.8154656	0.8273809	0.88591534	0.8196678	0.8334528	0.9502476	0.8427081	0.77097785	0.8512424	0.94137055	0.8172752	0.6875965	0.89111924	0.9521923	0.813241	0.8817452	0.8925595	0.8687195	0.9018806	0.8770528	0.806432	0.8360789	0.8484285	0.80741453	0.84355336	0.91065335	0.91642666	0.890972	0.8856549	0.8412587	0.82120204	0.86762047
groot/adj	0.89358556	0.7987547	0.91340005	0.913234	0.9039014	0.7599193	0.9078874	0.922535	0.8688176	0.95569557	0.9050872	0.8336243	0.8909847	0.735945	0.9355196	0.81775314	0.933886	0.775641	0.86475354	0.8172214	0.8954568	0.8405837	0.855451	0.74346936	0.91635096	0.69092256	0.73119175	0.8915159	0.92477185	0.8630372	0.92461234	0.84138966	0.6850481	0.910773	0.8370626	0.7244246	0.7783242	0.698038	0.84454006	0.9050502	0.865486	0.86207205	0.871083	0.8666829	0.780269	0.8570169	0.9393878	0.8629171	0.8945047	0.9597453	0.88337654	0.9217751	0.92778945	0.9165468	0.911012	0.8705902	0.69307816	0.0	0.81889427	0.7834939	0.9035286	0.8211466	0.94269997	0.8302871	0.86073214	0.8723143	0.87998325	0.7335783	0.9078446	0.7957507	0.8717324	0.9300536	0.91450524	0.9047054	0.91573787	0.79477686	0.9321736	0.8960955	0.81728125	0.81446534	0.86584955	0.92989975	0.9057976	0.9080727	0.8935301	0.95229155	0.9159153	0.8441033	0.82179797	0.81504935	0.88618374	0.9303384	0.846283	0.68583834	0.8523262	0.83392924	0.80056804	0.7907589	0.73700166	0.752494	0.8336546	0.8795129	0.90076387	0.833975	0.8852278	0.8622204	0.91448754	0.898435	0.87995076	0.9226252	0.8732945	0.89002126	0.859321	0.86111575	0.89277655	0.9050473	0.8822792	0.7939247	0.83698833	0.9075692	0.9091805	0.88933897	0.89982235	0.9000795	0.85054374	0.7673389	0.90336764	0.8999889	0.83350086	0.94057804	0.86261404	0.8419275	0.89754343	0.94265586	0.88352364	0.8841449	0.9040136	0.84248716	0.82276136	0.95125395	0.9710287	0.8896632	0.84826183	0.85111505	0.88876235	0.768747	0.8871398	0.8365178	0.8604762	0.890739	0.763165	0.7100486	0.8423755	0.8708177	0.858683	0.8120018	0.8023211	0.92190903	0.854733	0.8061874	0.83884275	0.9418467	0.75889635	0.6966572	0.8904858	0.9550753	0.8223114	0.8434813	0.87323785	0.8954204	0.9150509	0.8679295	0.77850807	0.8965785	0.8139547	0.7399425	0.80480456	0.87938386	0.8850487	0.8784863	0.8863422	0.78314316	0.811602	0.7660372
